Place or organization,Province/territory,Region,Corporation,Reporting level,Indicator,Time scale,Time frame,Level 1 breakdown,Level 1 breakdown value,Level 2 breakdown,Level 2 breakdown value,Level 3 breakdown,Level 3 breakdown value,Risk-Adjusted Rate,Unit of measure,Confidence interval lower limit,Confidence interval upper limit,Numerator,Statistically different,Performance comparison,Performance trend,Top results,Denominator,Crude rate,Rate Ratio (Income),Potential Rate Reduction (Income),Expected,Urban or rural/remote,Hospital peer group,Long-Term Care Facility Size,Trend note,Refresh date
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,10.8,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.3,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,10.4,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.1,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.4,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.6,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.7,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.8,-,-,-,-,-,-,-,"October 20, 2025"
Saskatchewan,Saskatchewan,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.3,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,3.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.0,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,2.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.0,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Age group,18 to 44,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.7,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,5.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,6.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,5.0,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,5.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,5.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,5.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Age group,45 to 64,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,4.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,12.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.7,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.7,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.6,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Age group,65 to 74,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,18.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,13.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,14.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,11.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,13.3,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,13.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,12.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,12.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,12.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,11.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Age group,75 to 84,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,19.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,18.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,19.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,18.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,14.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,16.7,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,17.3,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,18.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,12.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,14.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Age group,85+,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,14.1,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,14.7,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,13.0,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,14.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,12.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,10.9,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2020–2021,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2021–2022,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,10.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2022–2023,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,10.2,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2023–2024,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,10.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2024–2025,Recorded sex or gender,Female,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.4,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2014–2015,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.6,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2015–2016,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,9.3,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2016–2017,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2017–2018,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.8,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2018–2019,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,7.5,-,-,-,-,-,-,-,"October 20, 2025"
Alberta,Alberta,-,-,Province/territory,30-Day Acute Myocardial Infarction Readmission,Fiscal year,2019–2020,Recorded sex or gender,Male,Not applicable,Not applicable,Not applicable,Not applicable,-,,,,-,,,,,-,8.1,-,-,-,-,-,-,-,"October 20, 2025"
